mean;stdev;acceptation;E(fitness);sigma(fitness);Generation;fitness1;Genes(Scores(0,1),:);fitness50;Genes(Scores(49,1),:);fitness100;Genes(Scores(99,1),:);
0; 0; 0.9; -10.976; 1.18058; 71; -7.8; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8511; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 0, 10, 10, 0, ]; -14.5; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -11.0039; 2.15626; 72; -7.8; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8511; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -29.6; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 0, 10, 10, -10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.8471; 1.07891; 73; -8.8; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8511; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -14; [10, 10, -10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.9574; 1.14441; 74; -8.8; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8511; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -13.8095; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 0, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.9583; 1.56952; 75; -8.8; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.6667; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -21.9355; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, -10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.8815; 1.15743; 76; -8.84615; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.6522; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -13.9024; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.973; 1.89669; 77; -0.879121; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8333; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -21.2903; [10, 10, 10, 10, 0, 0, 10, -10, 10, -10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.8659; 1.91142; 78; -0.795455; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8696; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -16.2162; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.6702; 2.29305; 79; -0.795455; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8511; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -15.641; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -10.0427; 3.15254; 80; -0.795455; [10, 10, 10, 10, 0, 0, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8696; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -13.5714; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
0; 0; 0.9; -9.42144; 3.74044; 81; -0.561798; [10, 10, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -10.8511; [10, 10, 10, 10, 0, 0, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ]; -13.0233; [10, 10, 10, 10, 0, 10, 10, -10, 10, 10, 10, 10, 0, 10, 10, 10, 10, 0, 10, 10, 0, ];
