mean;stdev;acceptation;E(fitness);sigma(fitness);Generation;fitness1;Genes(Scores(0,1),:);fitness50;Genes(Scores(49,1),:);fitness100;Genes(Scores(99,1),:)
-10; 10; 0.9; 7.2889e-21; 4.29212e-20; 0; 3.28856e-19; [-10.2768, -12.9361, 12.1583, -0.509961, -10.8359, 11.8058, -21.5474, -14.6194, -32.6681, -15.47, -30.1729, -10.7968, -3.92697, -9.66429, -11.5347, -27.1493, -15.8001, -11.4867, -14.6069, -6.50499, -17.1856, ]; 4.35591e-24; -6.36978, -14.7264, 7.7348, -1.0344, -6.33101, 4.12389, -16.9122, -2.16906, -18.6297, -1.94813, -11.968, -11.6882, -5.83444, -2.17218, -1.85286, 0.43884, -11.1514, -25.9966, -30.4752, -14.2498, -16.8949, ]; 0; -21.3046, 0.475066, 3.41778, -10.0916, -6.62103, -3.86742, -17.3257, -4.00902, -24.0781, -30.5753, 10.1834, -3.33266, -17.072, -16.3342, -26.8549, -5.30736, -28.447, 4.42618, 2.15501, -12.8736, -13.0489, ];
-10; 10; 0.9; 4.34897e-20; 3.6514e-19; 1; 3.65169e-18; [-6.02446, 9.1435, -13.0644, -4.42365, -27.4293, -2.65457, -33.8918, -11.6661, -17.387, -11.8813, -13.6394, 7.04045, -9.52498, -4.65542, 11.271, -0.350865, -18.1307, -12.2375, -10.1114, -18.1096, -15.7034, ]; 1.51091e-23; -13.1703, -3.40956, -13.9395, -25.1223, -15.2303, -5.22999, -22.5927, -5.90461, 6.94695, 8.91701, -14.6764, -10.6279, -25.9319, -1.55742, -13.2233, -41.4796, -19.7751, -17.304, -10.2938, -13.8131, -7.71438, ]; 0; -23.3806, 5.78565, -21.4564, -15.272, 2.60833, -4.17428, -13.3878, -20.5697, -5.61229, -2.78549, -3.38232, -18.9983, -15.2186, -11.0141, -6.64834, -19.6691, -1.52322, -19.3253, -9.52232, -6.64904, -19.4714, ];
-10; 10; 0.9; 3.73619e-20; 3.63287e-19; 2; 3.65169e-18; [-6.02446, 9.1435, -13.0644, -4.42365, -27.4293, -2.65457, -33.8918, -11.6661, -17.387, -11.8813, -13.6394, 7.04045, -9.52498, -4.65542, 11.271, -0.350865, -18.1307, -12.2375, -10.1114, -18.1096, -15.7034, ]; 2.95917e-24; -10.2768, 0.475066, 12.1583, 7.08068, -6.62103, -3.66646, -17.3257, -20.5751, -17.6123, -30.5753, -5.32775, -11.6042, -0.362109, -4.65542, -26.8549, -0.350865, -16.5467, -7.80343, -14.6069, -2.53768, -17.1856, ]; 0; -10.3412, -7.05886, -5.41264, -4.96229, -11.5016, -13.5784, -11.1886, -2.48571, -20.5756, -16.7371, -17.0701, -25.4579, -6.30688, 5.5042, -21.2764, -11.4975, -13.8217, -3.02217, -11.905, -25.0557, -2.23506, ];
-10; 10; 0.9; 3.73765e-20; 3.63286e-19; 3; 3.65169e-18; [-6.02446, 9.1435, -13.0644, -4.42365, -27.4293, -2.65457, -33.8918, -11.6661, -17.387, -11.8813, -13.6394, 7.04045, -9.52498, -4.65542, 11.271, -0.350865, -18.1307, -12.2375, -10.1114, -18.1096, -15.7034, ]; 1.99676e-23; -1.07231, -19.2283, -2.57876, -16.9124, 7.32079, -15.4666, -11.4751, -18.6401, 7.94757, -21.0549, -4.61705, -16.0296, -12.6827, -3.93756, -18.8077, -6.58967, 6.18899, -14.6109, -14.9963, -13.8955, -23.8026, ]; 0; -14.1252, -8.86669, -7.80335, -5.07135, -5.02755, -1.78569, -13.4913, -15.1922, 0.0445218, -18.2738, -9.86332, -9.7981, -7.4856, -6.16484, 3.68674, -9.24767, -11.0859, -18.2641, -14.7822, -15.4431, 1.21066, ];
-10; 10; 0.9; 3.87861e-20; 3.63298e-19; 4; 3.65169e-18; [-6.02446, 9.1435, -13.0644, -4.42365, -27.4293, -2.65457, -33.8918, -11.6661, -17.387, -11.8813, -13.6394, 7.04045, -9.52498, -4.65542, 11.271, -0.350865, -18.1307, -12.2375, -10.1114, -18.1096, -15.7034, ]; 3.18306e-23; -1.07231, -8.86669, -0.880808, -4.92719, -19.175, -15.4666, -11.4751, -17.1874, -31.1703, -18.2738, -9.86332, -9.7981, -7.4856, -3.93756, -18.8077, -9.24767, 6.18899, -22.8422, -22.0511, -1.55087, -23.8026, ]; 0; -4.55085, -17.987, -12.8075, 5.27358, -11.2093, -1.12563, -23.7857, -4.4088, -6.1388, 0.0333644, -17.5798, -27.3653, -12.1928, -14.2224, -21.7284, -19.6754, -0.018664, -2.76675, 0.098096, -9.44687, -12.3391, ];
-10; 10; 0.9; 3.71635e-20; 3.63293e-19; 5; 3.65169e-18; [-6.02446, 9.1435, -13.0644, -4.42365, -27.4293, -2.65457, -33.8918, -11.6661, -17.387, -11.8813, -13.6394, 7.04045, -9.52498, -4.65542, 11.271, -0.350865, -18.1307, -12.2375, -10.1114, -18.1096, -15.7034, ]; 1.01667e-23; -22.7069, -0.00989895, -25.6675, 3.44434, -21.7142, -26.2711, -19.2979, -13.9612, -15.4862, -8.39572, -11.1949, -10.4489, -20.7219, -6.4447, -10.3161, -10.5469, -6.72562, -24.8435, -8.00792, -11.6162, -19.7412, ]; 0; -17.729, -14.8124, -1.17952, -1.05734, -9.38787, -0.790025, -10.4291, -4.49918, -4.86091, -25.6777, -9.46843, -1.83663, -15.7801, -9.93528, -26.2935, -4.50015, -11.0859, -19.8538, -4.82502, -7.30245, -13.3105, ];
-10; 10; 0.9; 8.15403e-20; 5.70676e-19; 6; 4.46061e-18; [-15.6806, 0.181444, -24.1208, 3.49823, 4.69607, 4.12607, -26.2993, -12.4814, 10.41, -21.0428, -9.87722, -14.7639, 0.263993, -1.16072, -7.9451, -0.793811, -17.2548, -17.3517, -11.7859, 1.72829, -15.0982, ]; 9.61255e-24; -6.73397, -8.86669, -22.1171, -4.575, -19.175, -0.790025, -9.61732, -17.0895, -31.1703, 0.920045, -9.86332, -24.5914, -7.4856, 4.72093, -12.3728, -17.159, -0.621177, -10.8779, -19.362, -17.3613, -6.2347, ]; 0; -3.56459, -8.86669, -23.1839, -26.1596, -19.175, -0.790025, -9.61732, -20.5751, -31.1703, -4.77465, -9.86332, -13.83, -7.4856, 4.72093, -26.2935, 10.446, -12.0332, -12.2375, -20.145, -17.3613, -15.7034, ];
-10; 10; 0.9; 8.28635e-20; 5.70583e-19; 7; 4.46061e-18; [-15.6806, 0.181444, -24.1208, 3.49823, 4.69607, 4.12607, -26.2993, -12.4814, 10.41, -21.0428, -9.87722, -14.7639, 0.263993, -1.16072, -7.9451, -0.793811, -17.2548, -17.3517, -11.7859, 1.72829, -15.0982, ]; 1.92887e-23; -15.6806, 0.181444, -22.3423, -11.5031, 4.69607, -6.9511, -26.2993, -12.4814, -10.1364, -20.1357, -16.0824, -14.7639, 0.263993, -24.9255, -18.613, -0.793811, -17.2548, -21.8488, -11.7859, 1.72829, -15.0982, ]; 0; -15.9731, 12.4815, -12.5885, -11.5031, -11.3111, -6.9511, -10.3946, -20.5751, -13.9079, -20.1357, -16.0824, -16.6377, -7.04138, -6.16484, -18.8077, -4.8611, 6.26009, -21.8488, -29.0992, -7.30245, -24.4996, ];
-10; 10; 0.9; 8.03225e-19; 7.18865e-18; 8; 7.21037e-17; [-17.356, -11.4215, -2.49493, -5.68138, -12.2581, -0.208194, -11.4705, -20.7693, -4.29878, -9.37486, -5.76558, 0.386364, -15.3863, -8.99596, -3.56792, -17.8985, -8.84646, -22.5868, -3.90687, 0.856415, -10.1984, ]; 2.48467e-23; -8.36005, -7.40886, -11.1492, 7.75557, 17.5003, -12.229, -8.74629, -12.1403, -14.5582, 3.75153, -4.39861, -27.6168, 6.04829, -11.4971, 0.437079, -18.4434, -8.49855, -20.8327, 9.2441, -21.6169, -11.1869, ]; 0; -6.73397, -8.86669, -22.1171, -26.6021, 4.69607, 1.69108, -9.61732, -12.4814, -31.1703, -20.1357, -9.86332, -24.5914, 0.263993, -24.9255, -18.613, -17.159, -17.2548, -21.8488, -19.362, -9.03047, -13.3105, ];
-10; 10; 0.9; 7.76995e-19; 7.17981e-18; 9; 7.21037e-17; [-17.356, -11.4215, -2.49493, -5.68138, -12.2581, -0.208194, -11.4705, -20.7693, -4.29878, -9.37486, -5.76558, 0.386364, -15.3863, -8.99596, -3.56792, -17.8985, -8.84646, -22.5868, -3.90687, 0.856415, -10.1984, ]; 1.16001e-22; -10.3981, -4.9608, -22.1171, -11.5031, 8.8265, -0.790025, -13.9432, -17.1141, -10.1364, -20.1357, -16.0824, -24.5914, 0.174166, 3.50191, -10.8767, -2.76749, -6.35703, -21.8488, -29.0992, -8.80275, -6.2347, ]; 0; -18.5412, -8.86669, -9.73323, -6.76103, -9.38787, -0.790025, -19.2979, -13.092, -7.52169, 0.920045, -9.86332, -10.4489, 4.16651, 4.72093, -12.3728, -4.50241, -0.621177, -28.076, -19.362, -17.3613, -5.57278, ];
