1190.3 0 0 0 0 0 
3266.75 66.2677 0 0 0 0 
-55.8613 219.111 1991.24 0 0 0 
-10268.4 11679.9 3286.07 397.309 0 0 
8756.19 4689.49 7884.67 1557.64 16.7852 0 
8299.37 760.145 718.567 1577.12 757.135 121.489 
