mean;stdev;acceptation;E(fitness);sigma(fitness);Generation;fitness1;Genes(Scores(0,1),:);fitness50;Genes(Scores(49,1),:);fitness100;Genes(Scores(99,1),:);
0; 0; 0.9; -394.558; 1285.07; 176; -49.4392; [0, -10, 0, -10, 10, 10, 10, 10, -10, -10, -10, 0, 0, -10, 10, 10, 0, 0, 0, 10, 10, ]; -72.4187; [10, 0, -10, -10, -10, 10, 10, 10, -10, -10, 10, 0, 0, 0, -10, 10, 0, 10, 0, 10, 10, ]; -8805.38; [-10, -10, 0, 10, -10, -10, 10, -10, 0, -10, 10, 10, 10, 10, -10, 10, 0, 10, 0, 10, 10, ];
0; 0; 0.9; -345.239; 1069.73; 177; -49.4392; [0, -10, 0, -10, 10, 10, 10, 10, -10, -10, -10, 0, 0, -10, 10, 10, 0, 0, 0, 10, 10, ]; -75.8179; [0, -10, 0, -10, -10, 10, 10, 10, -10, -10, 10, 0, 10, -10, 0, 10, 0, 10, -10, 10, 10, ]; -9064.72; [-10, 0, 10, 10, 0, 10, 10, 10, -10, 0, 10, 0, 10, 10, -10, 10, 0, 10, 0, 10, 10, ];
0; 0; 0.9; -272.595; 624.691; 178; -49.4392; [0, -10, 0, -10, 10, 10, 10, 10, -10, -10, -10, 0, 0, -10, 10, 10, 0, 0, 0, 10, 10, ]; -76.5646; [0, -10, -10, -10, 0, 10, 0, -10, 10, 0, 0, 10, 10, 10, -10, -10, 0, 10, 0, 10, 10, ]; -5089.75; [-10, -10, -10, -10, -10, -10, 0, -10, 10, 0, 10, 0, 0, 10, -10, 10, 0, 10, 0, -10, 10, ];
0; 0; 0.9; -1813.89; 15558.9; 179; -49.4392; [0, -10, 0, -10, 10, 10, 10, 10, -10, -10, -10, 0, 0, -10, 10, 10, 0, 0, 0, 10, 10, ]; -75.6452; [-10, -10, -10, -10, -10, 10, 0, -10, 10, 0, 10, 0, 10, 0, -10, 10, 0, 10, 0, 10, 10, ]; -156576; [-10, -10, -10, -10, 0, -10, 0, 10, -10, -10, 0, 0, 0, -10, -10, 10, 0, 10, 0, -10, 10, ];
0; 0; 0.9; -455.808; 1220.79; 180; -55.0045; [0, 0, -10, -10, -10, 10, 10, 10, 10, 0, 10, 0, 10, -10, -10, 10, 0, 0, -10, -10, 10, ]; -74.5848; [10, -10, -10, -10, 0, -10, 10, 10, 10, 0, 0, 0, 10, -10, -10, 10, 0, 10, -10, 10, 10, ]; -8812.32; [0, -10, 10, -10, -10, 10, 10, 10, -10, 0, -10, 0, 0, -10, -10, 10, 0, 0, -10, 10, 10, ];
0; 0; 0.9; -573.73; 3539.44; 181; -55.0045; [0, 0, -10, -10, -10, 10, 10, 10, 10, 0, 10, 0, 10, -10, -10, 10, 0, 0, -10, -10, 10, ]; -72.7177; [0, 0, 0, 0, -10, 10, 10, -10, -10, -10, 10, 0, 0, -10, -10, -10, 0, 10, -10, -10, 10, ]; -35328.1; [10, -10, -10, -10, 0, 10, 0, 10, -10, -10, 10, 0, 0, -10, -10, 10, 0, 10, 0, 10, 10, ];
0; 0; 0.9; -1972.55; 17757.8; 182; -37.1447; [10, -10, 10, 10, -10, 10, 10, 10, -10, -10, 10, 0, 0, -10, -10, 10, 0, 10, 0, -10, 10, ]; -71.7007; [0, -10, -10, 0, 0, 10, 0, 10, 10, -10, 0, 0, 10, -10, -10, -10, 0, 10, 0, 10, 10, ]; -178631; [10, -10, -10, -10, 10, 0, 10, 10, -10, -10, 10, 10, 10, -10, -10, -10, 0, 10, 0, 10, -10, ];
0; 0; 0.9; -208.594; 360.003; 183; -55.0045; [0, 0, -10, -10, -10, 10, 10, 10, 10, 0, 10, 0, 10, -10, -10, 10, 0, 0, -10, -10, 10, ]; -72.304; [0, 0, -10, 0, 0, 10, 10, -10, 10, -10, 0, 0, 10, -10, -10, -10, 0, 10, 0, -10, 10, ]; -1690.23; [0, -10, 0, -10, 10, 10, 10, 10, -10, 0, 10, 10, 0, -10, -10, 10, -10, 0, 0, -10, -10, ];
0; 0; 0.9; -769.666; 4100.28; 184; -55.0045; [0, 0, -10, -10, -10, 10, 10, 10, 10, 0, 10, 0, 10, -10, -10, 10, 0, 0, -10, -10, 10, ]; -72.4575; [-10, 0, 10, -10, 0, 10, 10, 10, -10, -10, 10, 10, 10, 0, -10, 10, 0, 0, -10, -10, 10, ]; -35329; [0, -10, -10, -10, -10, 10, 0, 10, 0, -10, -10, 0, 10, -10, -10, -10, 0, 10, 0, -10, 10, ];
0; 0; 0.9; -319.621; 1150.9; 185; -59.9811; [10, -10, 10, 10, 10, 10, 0, 10, -10, -10, 10, 0, 0, -10, -10, -10, 0, 10, 0, -10, 10, ]; -72.9496; [10, 0, -10, -10, -10, 10, 0, 10, 10, 0, 0, 0, 10, 0, -10, 10, 0, 0, -10, -10, 10, ]; -8810.66; [-10, -10, 0, -10, 0, 10, 10, 10, -10, -10, -10, -10, 0, 0, -10, -10, 0, 10, 0, -10, -10, ];
